KeyParamGroup,KeyGroup,ParamGroup,Counts,Dim1Size,Dim2Size,Dim3Size,EchoTime,EffectiveEchoSpacing,FlipAngle,HasFieldmap,KeyGroupCount,Modality,NSliceTimes,NumVolumes,Obliquity,PartialFourier,PhaseEncodingDirection,RepetitionTime,TotalReadoutTime,UsedAsFieldmap,VoxelSizeDim1,VoxelSizeDim2,VoxelSizeDim3,FilePath
acquisition-VARIANTObliquity_datatype-anat_reconstruction-refaced_suffix-T1w__1,acquisition-VARIANTObliquity_datatype-anat_reconstruction-refaced_suffix-T1w,1,5,176,256,256,0.00302,,8,False,5,anat,0,1.0,False,0.75,,2.6,,False,1.0,1.0,1.0,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest144/ses-1/anat/sub-colornest144_ses-1_acq-VARIANTObliquity_rec-refaced_T1w.nii.gz
acquisition-VARIANTObliquity_datatype-anat_reconstruction-refaced_suffix-T1w__1,acquisition-VARIANTObliquity_datatype-anat_reconstruction-refaced_suffix-T1w,1,5,176,256,256,0.00302,,8,False,5,anat,0,1.0,False,0.75,,2.6,,False,1.0,1.0,1.0,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest189/ses-1/anat/sub-colornest189_ses-1_acq-VARIANTObliquity_rec-refaced_T1w.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest001/ses-1/func/sub-colornest001_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest109/ses-1/func/sub-colornest109_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest129/ses-1/func/sub-colornest129_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest128/ses-1/func/sub-colornest128_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest127/ses-1/func/sub-colornest127_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest126/ses-1/func/sub-colornest126_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest124/ses-1/func/sub-colornest124_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest123/ses-1/func/sub-colornest123_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest122/ses-1/func/sub-colornest122_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest120/ses-1/func/sub-colornest120_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest119/ses-1/func/sub-colornest119_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest115/ses-1/func/sub-colornest115_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest114/ses-1/func/sub-colornest114_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest112/ses-1/func/sub-colornest112_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest111/ses-1/func/sub-colornest111_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest108/ses-1/func/sub-colornest108_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest002/ses-1/func/sub-colornest002_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest107/ses-1/func/sub-colornest107_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest106/ses-1/func/sub-colornest106_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest103/ses-1/func/sub-colornest103_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest101/ses-1/func/sub-colornest101_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest100/ses-1/func/sub-colornest100_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest099/ses-1/func/sub-colornest099_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest098/ses-1/func/sub-colornest098_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest097/ses-1/func/sub-colornest097_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest096/ses-1/func/sub-colornest096_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest095/ses-1/func/sub-colornest095_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest093/ses-1/func/sub-colornest093_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest092/ses-1/func/sub-colornest092_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest091/ses-1/func/sub-colornest091_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest132/ses-1/func/sub-colornest132_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest135/ses-1/func/sub-colornest135_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest139/ses-1/func/sub-colornest139_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest142/ses-1/func/sub-colornest142_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest188/ses-1/func/sub-colornest188_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest187/ses-1/func/sub-colornest187_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest186/ses-1/func/sub-colornest186_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest181/ses-1/func/sub-colornest181_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest180/ses-1/func/sub-colornest180_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest178/ses-1/func/sub-colornest178_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest177/ses-1/func/sub-colornest177_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest174/ses-1/func/sub-colornest174_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest173/ses-1/func/sub-colornest173_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest171/ses-1/func/sub-colornest171_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest170/ses-1/func/sub-colornest170_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest168/ses-1/func/sub-colornest168_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest167/ses-1/func/sub-colornest167_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest166/ses-1/func/sub-colornest166_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest163/ses-1/func/sub-colornest163_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest161/ses-1/func/sub-colornest161_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest159/ses-1/func/sub-colornest159_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest158/ses-1/func/sub-colornest158_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest156/ses-1/func/sub-colornest156_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest155/ses-1/func/sub-colornest155_ses-1_task-rest_run-01_bold.nii.gz
datatype-func_run-1_suffix-bold_task-rest__1,datatype-func_run-1_suffix-bold_task-rest,1,124,72,72,38,0.03,0.000510002,80,False,165,func,38,184.0,True,1.0,j-,2.5,0.0362102,False,3.0,3.0,3.3299999237060547,/gpfs/fs001/cbica/projects/RBC/testing/colornest/bidsdatasets/sub-colornest154/ses-1/func/sub-colornest154_ses-1_task-rest_run-01_bold.nii.gz
